_id,long,lat,in_segments
5757732689,106.6364712,10.8717026,no
5038653908,106.5438815,10.74378,no
5635276991,106.7284369,10.8456501,no
5755657708,106.7067558,10.8798115,no
6138423101,106.6391454,10.7579527,no
5633620433,106.7206997,10.8336252,no
5001800270,106.6338933,10.7739665,no
5737817870,106.6732094,10.8163294,no
5633611984,106.7262199,10.8314561,no
3202722077,106.7734456,10.8157199,no
367569679,106.587881,10.7476049,no
5635707644,106.7226081,10.8310432,no
2949148444,106.7936511,10.8745857,no
367462153,106.631537,10.7245768,no
6045634869,106.7071674,10.7886498,no
5636147106,106.7254094,10.8491572,no
3702562512,106.716892,10.7287069,no
5741177524,106.8371782,10.8569165,no
3806430057,106.641006,10.8204692,no
5763276259,106.581151,10.7741187,no
5093747585,106.6482853,10.7855352,no
4874294685,106.6637217,10.783472,no
4620312311,106.663419,10.7553336,no
5767601271,106.7461139,10.8701972,no
5627125011,106.7621434,10.8462919,no
2341613479,106.7084952,10.8096439,no
5298119654,106.6582229,10.7844824,no
367709199,106.8625965,10.8025118,no
5753349821,106.5841694,10.7846314,no
2955348055,106.762178,10.8576256,no
4947174413,106.7248676,10.7957091,no
5051609437,106.6622541,10.7641234,no
5308090160,106.6242329,10.8410204,no
5767300505,106.692533,10.8028491,no
5632881423,106.7221181,10.8228631,no
5633741470,106.7283626,10.8371714,no
5772157705,106.6440074,10.7799964,no
1595859111,106.7825291,10.7024609,no
5792540564,106.6961441,10.8288526,no
2937100292,106.6953043,10.7352706,no
5633710594,106.722769,10.8356489,no
5073779333,106.6615931,10.7704079,no
5635632159,106.7233891,10.8329433,no
2940185223,106.7857389,10.8546641,no
3391052723,106.8214018,10.8562779,no
5633582530,106.7122647,10.8269389,no
5102316289,106.7787775,10.8199395,no
367709322,106.863969,10.8025306,no
5633289070,106.7156819,10.8253799,no
3390590124,106.8296537,10.8591863,no
2332740268,106.7187077,10.7308735,no
5765014528,106.5748347,10.7700847,no
2938641371,106.8243381,10.8888469,no
2157806130,106.7269313,10.7509984,no
5772102518,106.7038251,10.8187586,no
5764817240,106.5983246,10.7753758,no
367450355,106.5585247,10.7252073,no
4956041280,106.6493667,10.8246418,no
5627430831,106.7699798,10.8464869,no
3108021339,106.7158938,10.8437499,no
4850905813,106.5972398,10.7529247,no
4813073915,106.6217096,10.7119799,no
4640708611,106.7156116,10.7602195,no
2684988709,106.6154466,10.6828734,no
5755216837,106.6740729,10.8804837,no
5441073573,106.7760705,10.8675627,no
2937886899,106.7957214,10.8730112,no
3232854931,106.6727265,10.7314758,no
4907667502,106.7245645,10.7707733,no
367721922,106.7814517,10.8009504,no
2081880921,106.6604769,10.8046635,no
3235933632,106.7395594,10.7977783,no
1504742762,106.7851964,10.8790416,no
2295381732,106.6991743,10.7544413,no
2940135371,106.7954498,10.864391,no
4858836023,106.7397369,10.6956916,no
367570144,106.6091075,10.7327876,no
5748687470,106.777086,10.8826628,no
5633579604,106.7159336,10.8337314,no
4202269252,106.638988,10.7567145,no
5769401800,106.6357671,10.8583015,no
5633383300,106.7370265,10.8430577,no
4809187524,106.781742,10.8825506,no
5633841818,106.7154734,10.8308658,no
5753077191,106.6644589,10.884644,no
5750654879,106.7251926,10.8356987,no
5803234770,106.5984159,10.749702,no
5073779383,106.6631692,10.7730546,no
5783267513,106.5733544,10.761928,no
5742416382,106.7658931,10.8883916,no
5633588967,106.7126811,10.8292175,no
5109567376,106.6337986,10.7979787,no
367167678,106.7664695,10.8087019,no
5093586880,106.7772447,10.8301335,no
4271441359,106.7146534,10.8221304,no
5748227242,106.5686676,10.7216839,no
5255460265,106.7637835,10.8223464,no
2940185427,106.8038228,10.8481525,no
2159585475,106.7296879,10.7267405,no
367534681,106.7147591,10.8722001,no
5633781971,106.7385292,10.8450302,no
5755754584,106.6465925,10.8056026,no
5059499609,106.6725414,10.7772126,no
367753637,106.5512937,10.7203524,no
2078950387,106.6595113,10.8030537,no
5753533468,106.5880184,10.7867893,no
5757879807,106.6732029,10.8737275,no
5257396619,106.7653556,10.8288599,no
366462631,106.5880297,10.755533,no
5598917831,106.6719568,10.7668115,no
3647273789,106.7761621,10.7793293,no
5632670603,106.7345843,10.8338078,no
4999548630,106.7785162,10.8468852,no
3344036876,106.6518869,10.8677726,no
5635180055,106.7254348,10.8401804,no
5764929746,106.6026267,10.7734227,no
5635217590,106.7271644,10.8522254,no
5627563962,106.7182207,10.8227064,no
2217910370,106.7979227,10.870072,no
5627571529,106.7248152,10.8343306,no
3112918231,106.7713884,10.8385196,no
4530356874,106.6250396,10.7685103,no
474951616,106.714904,10.80478,no
5753017748,106.5994339,10.7905623,no
2937562916,106.6813075,10.7410313,no
367686782,106.8533774,10.7976551,no
5811770776,106.563155,10.7502298,no
3037238169,106.6179989,10.8025392,no
2036251753,106.7117365,10.7893976,no
5633511033,106.7264465,10.8307261,no
2394698133,106.7352863,10.7429349,no
5633316598,106.7258111,10.8266932,no
367182787,106.7029301,10.6881911,no
4594846589,106.6647346,10.7431261,no
5635213215,106.7269154,10.8452225,no
5813700313,106.7480645,10.6995353,no
5740647980,106.6299883,10.7259057,no
3806429407,106.6970515,10.733781,no
5805629902,106.5609991,10.7909681,no
4809180414,106.8100066,10.8859883,no
5632881013,106.7214549,10.8238983,no
4903038196,106.6764198,10.8217515,no
5858664887,106.7140838,10.7390238,no
5635570090,106.7222432,10.8323823,no
5870006011,106.5919599,10.6832496,no
5633588703,106.7121718,10.8288736,no
