node_id,longitude,latitude,node_index
366428610,106.6524141,10.7633819,665
366428699,106.721368,10.7980194,666
366428704,106.7679112,10.8498162,667
366428705,106.7649346,10.8730603,668
366428707,106.8089271,10.8744277,669
366428749,106.6641109,10.7916125,670
366428767,106.6750523,10.7976476,671
366428890,106.6672707,10.7757564,672
366428976,106.6401839,10.7933115,673
366429039,106.7092716,10.8587374,674
366429140,106.7514466,10.8533479,675
366429233,106.6535477,10.7527545,676
366429352,106.6533662,10.7643527,677
366429371,106.5981432,10.7070457,678
366429494,106.6421906,10.7645251,679
366429503,106.6501039,10.7715526,680
366429527,106.6818126,10.8612731,681
366429651,106.6788258,10.8800489,682
366430300,106.655615,10.783832,683
366430414,106.6523748,10.8379941,684
366430495,106.7509253,10.8038001,685
366430544,106.7332392,10.7987252,686
366430660,106.5402437,10.681695,687
366430703,106.6529364,10.7865865,688
366430763,106.7063964,10.7996026,689
366430818,106.6926529,10.8552528,690
366430927,106.6478722,10.7796505,691
366430943,106.6270643,10.77188,692
366430963,106.6528175,10.7793463,693
366431110,106.6610854,10.8045573,694
366431143,106.6621441,10.8011409,695
366431350,106.6147625,10.7377595,696
366431495,106.6401421,10.7771843,697
366431515,106.5903301,10.8793689,698
366431552,106.7091841,10.8101809,699
366431629,106.6967512,10.7517259,700
366431645,106.6534986,10.767385,701
366431733,106.6167264,10.8821993,702
366431746,106.6785389,10.8060882,703
366431751,106.6375106,10.8041703,704
366431795,106.7305701,10.8360422,705
366431910,106.8104451,10.8804438,706
366432007,106.6571611,10.8425938,707
366432033,106.674493,10.767449,708
366432048,106.6704423,10.7793615,709
366432300,106.6973621,10.8058787,710
366432348,106.6991172,10.7983064,711
366432358,106.6221571,10.8783017,712
366432370,106.6346672,10.8479487,713
366432387,106.6720662,10.7529551,714
366432496,106.6452128,10.8347428,715
366432667,106.7215796,10.7979986,716
