id,name,type,tags.surface_concrete,tags.surface_dirt,tags.surface_paved,tags.surface_unpaved,tags.bridge_yes,tags.oneway_no,tags.oneway_yes,tags.lanes,tags.layer,max_velocity,tags.minspeed,level
970,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
971,,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
972,Hương lộ 10,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
973,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,60.0,,1
974,Quốc lộ 1,trunk_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
975,Hoàng Diệu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
976,Đường D2,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
977,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
978,Tân Vĩnh,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
979,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
980,,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,30.0,,3
981,Trần Quang Khải,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
982,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
983,,tertiary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
984,Kênh Tân Hoá,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,30.0,,4
985,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
986,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
987,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
988,,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
989,Nguyễn Thị Nhỏ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
990,Nguyễn Thị Nhỏ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
991,Thống Nhất,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
992,Kha Vạn Cân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
993,Kha Vạn Cân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
994,Hiệp Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
995,Cầu Sài Gòn 2,trunk,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,60.0,,1
996,Cầu Sài Gòn 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,60.0,,2
997,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
998,Nguyễn Oanh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
999,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1000,,unclassified,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,60.0,,4
1001,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1002,,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
1003,Vòng xoay,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1004,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1005,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,120.0,,1
1006,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,80.0,,1
1007,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,60.0,,1
1008,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1009,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1010,Thạnh Lộc 29,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1011,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1012,Hà Huy Giáp,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1013,Thạnh Lộc 29,unclassified,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,60.0,,4
1014,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,80.0,,1
1015,Nguyễn Thông,unclassified,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,60.0,,4
1016,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,2
1017,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1018,Lê Thánh Tôn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1019,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1020,Nhánh A2,motorway_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1021,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,80.0,,1
1022,Nhánh A1,motorway,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,1
1023,Nguyễn Trãi,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1024,Lê Lai,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1025,Trần Hưng Ðạo,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1026,Hàm Nghi,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1027,Pasteur,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1028,Pasteur,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1029,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1030,Cầu vượt Linh Xuân,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
1031,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1032,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1033,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1034,Dương Văn Cam,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1035,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
1036,Nguyễn Bỉnh Khiêm,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1037,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1038,Nam Kỳ Khởi Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1039,Cầu Calmette,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,4
1040,Châu Văn Liêm,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,40.0,,3
1041,Công Trường Mê Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1042,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1043,Lê Lợi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1044,Nguyễn Trãi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1045,Phó Ðức Chính,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1046,Phó Ðức Chính,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1047,Phó Ðức Chính,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1048,Đường dẫn Sảnh Đến Quốc tế,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,10.0,,4
1049,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1050,Pasteur,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1051,Trường Sơn,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1052,Võ Thị Sáu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1053,Võ Thị Sáu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1054,Đường số 9A,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1055,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1056,Nguyễn Văn Cừ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,50.0,,2
1057,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1058,Cầu Nguyễn Văn Cừ,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,60.0,,4
1059,Võ Văn Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1060,Cao Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1061,Kinh Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1062,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1063,Nguyễn Văn Luông,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1064,vòng xoay Thái Bình,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1065,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1066,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1067,Cao Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1068,Cống Quỳnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1069,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1070,Nguyễn Ðình Chiểu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1071,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1072,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1073,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1074,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1075,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1076,Hà Huy Giáp,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1077,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1078,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1079,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1080,Lý Tự Trọng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1081,Lý Tự Trọng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1082,Nam Kỳ Khởi Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1083,Pasteur,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1084,Pasteur,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1085,Phan Đình Giót,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1086,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
1087,Quốc lộ 22,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1088,Quốc lộ 22,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1089,Quốc lộ 22,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1090,Quốc lộ 22,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1091,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1092,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
1093,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
1094,Quốc lộ 1K,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1095,Quốc lộ 1K,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1096,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1097,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1098,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1099,Lê Hồng Phong,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1100,Lê Quang Sung,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1101,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1102,Quốc lộ 13,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1103,Ngô Gia Tự,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1104,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1105,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1106,Trần Phú,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1107,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1108,Hùng Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1109,Trang Tử,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1110,Võ Văn Tần,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1111,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1112,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
1113,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1114,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
1115,Điện Biên Phủ,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1116,Đỗ Xuân Hợp,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1117,Xa lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
1118,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1119,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
1120,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
1121,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,60.0,,1
1122,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,0,60.0,,1
1123,Hồng Bàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1124,Hùng Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1125,Lê Văn Chí,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1126,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1127,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1128,Nguyễn Văn Cừ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,50.0,,2
1129,Nguyễn Văn Cừ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1130,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1131,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1132,Xa lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1133,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
1134,Xa lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1135,Xô Viết Nghệ Tĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1136,Xa Lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
1137,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1138,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1139,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1140,Tôn Thất Thuyết,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,60.0,,4
1141,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,100.0,,1
1142,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,80.0,,1
1143,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,1
1144,Trần Văn Giàu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1145,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1146,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1147,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1148,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1149,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1150,Nguyễn Xí,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1151,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1152,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1153,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
1154,Nguyễn Văn Nghi,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1155,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
1156,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
1157,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1158,Lê Quang Định,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1159,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1160,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1161,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1162,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1163,Bạch Đằng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1164,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1165,Phan Đăng Lưu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1166,Bà Huyện Thanh Quan,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1167,Cầu Trần Quang Diệu,tertiary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,1,60.0,,4
1168,Hẻm 506 Lạc Long Quân,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1169,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1170,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1171,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1172,,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
1173,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1174,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1175,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1176,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1177,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1178,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1179,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1180,Cầu vượt Ngã tư Gò Dưa,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,30.0,,3
1181,Huỳnh Văn Bánh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1182,Tân Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1183,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,50.0,,2
1184,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1185,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1186,Đồng Đen,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1187,Nguyễn Huệ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,4
1188,Nguyễn Văn Linh,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
1189,Bắc Hải,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1190,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,50.0,,2
1191,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1192,Phạm Văn Hai,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1193,Phan Đình Phùng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1194,Trịnh Phong Đáng,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1195,Trường Sơn,secondary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1196,Cầu Bình Lợi,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,60.0,,2
1197,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,60.0,,2
1198,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,2
1199,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,2
1200,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,60.0,,2
1201,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1202,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1203,,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,1
1204,,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,1
1205,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1206,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1207,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1208,,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1209,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1210,Điện Biên Phủ,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1211,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1212,Điện Biên Phủ,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1213,Xa lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
